slug,kind,title,url,status,checked,deadline,note
funabashi,risai,罹災証明書・被災（届出）証明書,https://www.city.funabashi.lg.jp/bousai/003/risai/p020912.html,unknown,2026-08-16,,
funabashi,support,自然災害の被害に遭われた市民の方へ（支援制度）,https://www.city.funabashi.lg.jp/bousai/003/risai/p084061.html,unknown,2026-08-16,,
funabashi,business,被災した市内事業者に対する臨時相談窓口の設置について,https://www.city.funabashi.lg.jp/jigyou/shoukou/003/p149431.html,open,2026-08-27,,
funabashi,disinfect,浸水した家屋等の消毒方法について,https://www.city.funabashi.lg.jp/kenkou/eisei/002/p092254.html,open,2026-08-16,,
matsudo,hub,令和8年8月千葉豪雨の被害により被災された方へ,https://www.city.matsudo.chiba.jp/kurashi/anzen_anshin/saigai/hisai.html,open,2026-08-16,,
matsudo,risai,罹災証明書・罹災届出証明書の発行,https://www.city.matsudo.chiba.jp/kurashi/todokede/shoumeisho/aaa.html,unknown,2026-08-16,,
matsudo,support,令和8年8月千葉豪雨に対する税金・年金・保険料などの減免・免除・徴収猶予等,https://www.city.matsudo.chiba.jp/kurashi/anzen_anshin/saigai/gennmennetc.html,open,2026-08-23,,
matsudo,waste,令和8年8月千葉豪雨の被害により発生した災害ごみの出し方,https://www.city.matsudo.chiba.jp/kurashi/gomi_shinyou/oshirase/R080816.html,open,2026-08-16,,
matsudo,disinfect,浸水被害に遭われた家屋等の消毒について,https://www.city.matsudo.chiba.jp/kurashi/kankyou/202608syoudoku.html,open,2026-08-16,,
matsudo,housing,市内被災者に対する市営住宅の提供について,https://www.city.matsudo.chiba.jp/kurashi/sumai/tatemono_jyosei/kouei/kumamoto.html,open,2026-08-16,,
matsudo,housing,災害救助法に基づく住宅の応急修理（申込受付準備中）,https://www.city.matsudo.chiba.jp/kurashi/sumai/tatemono_jyosei/oukyushuri.html,preparing,2026-08-23,,
matsudo,vc,松戸市災害ボランティアセンター（松戸市社会福祉協議会）,https://www.matsudo-shakyo.or.jp/,open,2026-08-23,,
mobara,risai,罹災証明書・被災証明書,https://www.city.mobara.chiba.jp/0000000787.html,unknown,2026-08-16,,
mobara,risai,「罹災証明」「被災証明」の発行について（令和8年8月大雨）,https://www.city.mobara.chiba.jp/0000008102.html,open,2026-08-16,,
mobara,support,令和8年8月千葉豪雨に伴う各種証明書交付手数料の減免について,https://www.city.mobara.chiba.jp/0000009632.html,open,2026-08-20,,
mobara,support,令和8年8月千葉豪雨に伴う税証明書交付手数料の減免について,https://www.city.mobara.chiba.jp/0000009630.html,open,2026-08-23,,
mobara,business,被災中小企業・小規模事業者支援措置について,https://www.city.mobara.chiba.jp/0000009626.html,open,2026-08-27,,
mobara,waste,災害廃棄物の出し方について,https://www.city.mobara.chiba.jp/0000008100.html,open,2026-08-16,,
mobara,disinfect,屋内用消毒薬の配布について,https://www.city.mobara.chiba.jp/emergencyinfo/0000000303.html,open,2026-08-16,,
sakura,hub,8月13日大雨警報について（市の総合ページ）,https://www.city.sakura.lg.jp/kinkyu/22247.html,open,2026-08-16,,
sakura,risai,罹災証明書・被災証明書の発行,https://www.city.sakura.lg.jp/soshiki/kikikanrika/112/risai/4872.html,unknown,2026-08-16,,
sakura,risai,罹災証明書・被災証明書,https://www.city.sakura.lg.jp/soshiki/kikikanrika/taihuujouhou/risaishoumeisho/index.html,open,2026-08-23,,移設先へ張り替え
sakura,business,令和8年8月千葉豪雨に伴う災害に関する被災中小企業・小規模事業者支援措置,https://www.city.sakura.lg.jp/soshiki/kikikanrika/taihuujouhou/hisaishasien/22268.html,open,2026-08-27,,移設先へ張り替え
sakura,support,令和8年8月千葉豪雨で被災されたかた向けの無料入浴サービス,https://www.city.sakura.lg.jp/soshiki/kikikanrika/taihuujouhou/22283.html,open,2026-08-23,,
sakura,waste,被災者支援（佐倉市まとめ）,https://www.city.sakura.lg.jp/soshiki/kikikanrika/taihuujouhou/hisaishasien/index.html,open,2026-08-23,,移設先へ張り替え
togane,hub,令和8年8月千葉豪雨に関する情報,https://www.city.togane.chiba.jp/pickup_list1.html,open,2026-08-20,,
togane,risai,罹災証明書・被災届出証明書,https://www.city.togane.chiba.jp/0000001068.html,unknown,2026-08-16,,
togane,water,「令和8年8月千葉豪雨」による被害を受けた方の水道料金の一部減免について（山武郡市広域水道企業団）,https://www.city.togane.chiba.jp/0000014689.html,open,2026-08-20,,
togane,vc,大雨災害によるボランティア依頼受付中（東金市社会福祉協議会）,http://www.togane-shakyo.jp/wahtsnew_n_page.php?no=662,open,2026-08-20,,
narashino,hub,8月13日の豪雨の被害にあわれた方へ,https://www.city.narashino.lg.jp/kinkyu/31630.html,open,2026-08-23,,移設先へ張り替え
narashino,risai,り災証明書、被災証明書の発行,https://www.city.narashino.lg.jp/soshiki/kikikanri/gyomu/bosaibohan/hisaisyasien/risaisyoumei_hisaisyoumei.html,unknown,2026-08-16,,
kashiwa,hub,【令和8年8月千葉豪雨】被災された方に向けた支援情報まとめ,https://www.city.kashiwa.lg.jp/bosaianzen/anshinanzen/hisaishien/r808chiba_gou.html,open,2026-08-23,,移設先へ張り替え
kashiwa,risai,罹災証明書及び被災届出証明書の申請・発行,https://www.city.kashiwa.lg.jp/shisanzei/shiseijoho/forms/kojin/risai.html,unknown,2026-08-16,,
kashiwa,support,令和8年8月千葉豪雨に係る柏市国民健康保険の減免・徴収猶予等,https://www.city.kashiwa.lg.jp/hokennenkin/gouu.html,open,2026-08-20,,
kashiwa,waste,令和8年8月千葉豪雨に伴う災害ごみの処分,https://www.city.kashiwa.lg.jp/haikibutsuseisaku/garbage_environment/kashiwaarea/gouu.html,open,2026-08-23,,
kashiwa,housing,床上浸水などによる住宅の応急修理支援について,https://www.city.kashiwa.lg.jp/jutaku/oukyuusyuuri.html,open,2026-08-23,,
kashiwa,housing,令和8年8月千葉豪雨の被災者に対する市営住宅の提供,https://www.city.kashiwa.lg.jp/jutaku/shieijutaku-ichijishiyo3.html,open,2026-08-23,,
ichihara,hub,8月13日、14日大雨に伴う情報一覧,https://www.city.ichihara.chiba.jp/article?articleId=6a7dbdc496a0342af047ba24,open,2026-08-16,,
ichihara,risai,「罹災証明書」「被災証明書」をとりたい（8月13日大雨の受付案内あり）,https://www.city.ichihara.chiba.jp/article?articleId=60237e61ece4651c88c190e7,open,2026-08-16,,
yachiyo,risai,罹災証明書・被害届出証明書の発行,https://www.city.yachiyo.lg.jp/soshiki/11/2167.html,unknown,2026-08-16,,
yachiyo,risai,8月13日の大雨に関する罹災証明書・被害届出証明書の申請受付について,https://www.city.yachiyo.lg.jp/soshiki/20/84252.html,open,2026-08-16,,
yachiyo,support,被災したら・被災者支援,https://www.city.yachiyo.lg.jp/life/1/9/63/,unknown,2026-08-16,,
yachiyo,disinfect,浸水した住居等の消毒について,https://www.city.yachiyo.lg.jp/soshiki/22/84262.html,open,2026-08-16,,
yachiyo,water,水道・断水情報（八千代市上下水道局）,https://www.city.yachiyo.lg.jp/site/jougesui/,unknown,2026-08-16,,
abiko,hub,大雨による浸水被害にあわれた方へ,https://www.city.abiko.chiba.jp/anshin/bousai/hisaichifukko/oame_shinsuihigai.html,open,2026-08-20,,
abiko,risai,り災証明書・被災証明書・り災届出証明書,https://www.city.abiko.chiba.jp/anshin/bousai/hisaichifukko/risaishomeisho.html,unknown,2026-08-16,,
abiko,support,令和8年8月千葉豪雨被害による学用品の支給について,https://www.city.abiko.chiba.jp/kosodate/gakko_houkago/shogaku_chugaku/oshirase/saigaigakuyouhin.html,open,2026-08-20,,
abiko,waste,災害ごみの受け入れについて（臨時対応）,https://www.city.abiko.chiba.jp/kurashi/gomi_shigen/wakekata/saigai-gomi_ukeire.html,open,2026-08-16,,
kamagaya,risai,罹災証明書等の交付,https://www.city.kamagaya.chiba.jp/anzen_anshin/bousai/hisaishoumeisho.html,unknown,2026-08-16,,
kamagaya,risai,令和8年8月千葉豪雨に伴う罹災証明書等の交付について,https://www.city.kamagaya.chiba.jp/anzen_anshin/bousai/hisaishoumeisho.html,open,2026-08-16,,
kamagaya,support,被災された方のための各種手続き・支援の手引き,https://www.city.kamagaya.chiba.jp/anzen_anshin/bousai/mimaikin.files/tebikiR6.pdf,unknown,2026-08-16,,
kamagaya,waste,大雨等に伴う災害ごみの受付開始について,https://www.city.kamagaya.chiba.jp/kurashi-tetsuzuki/gomi/oshirase/saigaigomi_uketuke.html,open,2026-08-16,,
yotsukaido,hub,令和8年8月13日の大雨に関する情報,https://www.city.yotsukaido.chiba.jp/kurashi/bohan/saigai/r8-8-13rain/index.html,open,2026-08-16,,
yotsukaido,risai,罹災証明書・罹災届出証明書の申請（令和8年8月大雨）,https://www.city.yotsukaido.chiba.jp/kurashi/bohan/bosai/saigai-hassei/risair2608.html,open,2026-08-16,,
yotsukaido,waste,ごみの収集と粗大ごみ・災害ごみの持込について,https://www.city.yotsukaido.chiba.jp/kurashi/gomi/oshirase_event/20260814.html,open,2026-08-16,,
yachimata,hub,令和8年8月千葉豪雨 被災者支援制度一覧,https://www.city.yachimata.lg.jp/soshiki/1/64028.html,open,2026-08-20,,
yachimata,risai,り災証明書及び被災証明書の発行,https://www.city.yachimata.lg.jp/soshiki/8/44368.html,unknown,2026-08-16,,
inzai,hub,令和8年8月千葉豪雨に対する支援・手続き,https://www.city.inzai.lg.jp/bousaiportal/0000022367.html,open,2026-08-20,,
inzai,risai,り災証明書の交付,https://www.city.inzai.lg.jp/bousaiportal/0000008733.html,unknown,2026-08-16,,
shiroi,hub,【令和8年8月千葉豪雨】被災された方へ・市の被害状況等,https://www.city.shiroi.chiba.jp/kinkyu/r8-8chibagouu/index.html,open,2026-08-20,,
shiroi,risai,罹災証明書等の交付,https://www.city.shiroi.chiba.jp/kurashi/bosai/b02/1472018650409.html,unknown,2026-08-16,,
sammu,risai,罹災証明書の発行,https://www.city.sammu.lg.jp/bousai-syobo/bousai/taifu13/page000827.html,unknown,2026-08-16,,
sammu,risai,罹災証明書の発行について（令和8年8月13日大雨特別警報）,https://www.city.sammu.lg.jp/bousai-syobo/saigai/chibagouu/page008729.html,open,2026-08-23,,移設先へ張り替え
sammu,risai,被災証明書の発行について（令和8年8月13日大雨特別警報）,https://www.city.sammu.lg.jp/bousai-syobo/saigai/chibagouu/page008734.html,open,2026-08-23,,移設先へ張り替え
sammu,support,し尿処理手数料の減免について（令和8年8月13日大雨特別警報）,https://www.city.sammu.lg.jp/kurashi/kurashi-info/page005220.html,open,2026-08-23,,
sammu,waste,災害ごみの処理について（令和8年8月13日大雨特別警報に伴う災害情報）,https://www.city.sammu.lg.jp/bousai-syobo/saigai/chibagouu/page008741.html,open,2026-08-23,,移設先へ張り替え
sammu,disinfect,床上浸水に係る消毒液の配付について,https://www.city.sammu.lg.jp/bousai-syobo/saigai/chibagouu/page008730.html,open,2026-08-23,,移設先へ張り替え
sammu,vc,山武市社協ボランティア・市民活動センターによるボランティアの依頼について,https://www.city.sammu.lg.jp/bousai-syobo/saigai/chibagouu/page008732.html,open,2026-08-23,,移設先へ張り替え
oamishirasato,risai,罹災証明書・被災証明書について（令和8年8月大雨）,https://www.city.oamishirasato.lg.jp/0000015510.html,open,2026-08-16,,
oamishirasato,support,被災された方への支援内容一覧,https://www.city.oamishirasato.lg.jp/0000015509.html,open,2026-08-16,,
oamishirasato,support,災害支援センターによる「被災家屋の対応説明会」（8月16日）,https://www.city.oamishirasato.lg.jp/0000015523.html,closed,2026-08-16,,
oamishirasato,support,大雨で被災された方へ「災害サポート・レンタカー」を無償で貸し出します,https://www.city.oamishirasato.lg.jp/0000015545.html,open,2026-08-20,,
oamishirasato,waste,災害ごみ仮置き場の開設のお知らせ,https://www.city.oamishirasato.lg.jp/0000015513.html,open,2026-08-16,,
oamishirasato,disinfect,水害時の衛生対策と消毒方法について,https://www.city.oamishirasato.lg.jp/0000009944.html,open,2026-08-16,,
oamishirasato,housing,令和8年8月千葉豪雨の被災者に対する県営住宅の提供について,https://www.city.oamishirasato.lg.jp/0000015530.html,open,2026-08-20,,
oamishirasato,vc,災害ボランティアセンターの開設について,https://www.city.oamishirasato.lg.jp/0000015516.html,open,2026-08-16,,
kujukuri,risai,罹災証明書・被災証明書,https://www.town.kujukuri.chiba.jp/0000001345.html,unknown,2026-08-16,,
kujukuri,risai,令和8年8月千葉豪雨に伴う罹災証明および被災証明の申請受付開始,https://www.town.kujukuri.chiba.jp/0000008246.html,open,2026-08-16,,
kujukuri,disinfect,ご自宅が床上浸水の被害にあわれた方へ,https://www.town.kujukuri.chiba.jp/0000009054.html,open,2026-08-25,,
kujukuri,business,令和8年8月千葉豪雨に伴う中小企業者等相談窓口の設置について,https://www.town.kujukuri.chiba.jp/0000009058.html,open,2026-08-27,,
shirako,risai,り災証明書の発行,https://www.town.shirako.lg.jp/0000001936.html,unknown,2026-08-16,,
nagara,hub,令和8年8月千葉豪雨に関するお知らせ,https://www.town.nagara.chiba.jp/soshiki/1/18259.html,open,2026-08-20,,
nagara,vc,「令和8年8月千葉豪雨」に伴う、災害ボランティアセンターについて,https://www.town.nagara.chiba.jp/soshiki/21/18256.html,open,2026-08-20,,
nagareyama,hub,令和8年8月千葉豪雨に対する支援・手続きについて,https://www.city.nagareyama.chiba.jp/life/1003604/1055358.html,open,2026-08-16,,
nagareyama,risai,罹災証明書・被災証明書の発行,https://www.city.nagareyama.chiba.jp/life/1003604/1027795/1023527.html,unknown,2026-08-16,,
choshi,risai,罹災証明書,https://www.city.choshi.chiba.jp/kurashi/page040031.html,unknown,2026-08-16,,
tateyama,hub,令和8年8月千葉豪雨で被災された方への支援について,https://www.city.tateyama.chiba.jp/shafuku/page000001_00123.html,open,2026-08-20,,
tateyama,risai,り災証明書・被災届出証明書の発行,https://www.city.tateyama.chiba.jp/zeimu/page100071.html,unknown,2026-08-16,,
tateyama,risai,令和8年8月千葉豪雨に関する罹災証明書の調査依頼・発行申請について,https://www.city.tateyama.chiba.jp/zeimu/page100158.html,open,2026-08-16,,
tateyama,housing,令和8年8月13日からの大雨に関する住宅の修理等について,https://www.city.tateyama.chiba.jp/kenchikushisetsu/page100061.html,open,2026-08-16,,
kisarazu,risai,り災証明書・り災届出証明書,https://www.city.kisarazu.lg.jp/soshiki/somu/kikikanri/1/941.html,unknown,2026-08-16,,
noda,risai,罹災証明書・罹災届出証明書（地震、風水害等）,https://www.city.noda.chiba.jp/kurashi/anzen/bousai/1008712.html,unknown,2026-08-16,,
narita,risai,罹災証明書・罹災届出証明書,https://www.city.narita.chiba.jp/anshin/page071200_00001.html,unknown,2026-08-16,,
asahi,risai,罹災（被災）証明書の発行,https://www.city.asahi.lg.jp/soshiki/6/2620.html,unknown,2026-08-16,,
katsuura,risai,罹災証明書等の交付,https://www.city.katsuura.lg.jp/site/bousai/1451.html,unknown,2026-08-16,,
kamogawa,risai,罹災証明書・被災届出証明書,https://www.city.kamogawa.lg.jp/site/bousai/7703.html,unknown,2026-08-16,,
kimitsu,risai,り災証明書等の発行申請,https://www.city.kimitsu.lg.jp/soshiki/6/1142.html,unknown,2026-08-16,,
futtsu,risai,り災証明書・被災届出証明書の発行,https://www.city.futtsu.lg.jp/0000001482.html,unknown,2026-08-16,,
urayasu,risai,り災証明書・り災届出証明書,https://www.city.urayasu.lg.jp/todokede/anzen/bousai/1030674/1027478.html,unknown,2026-08-16,,
sodegaura,hub,令和8年8月13日発生大雨に伴う情報一覧,https://www.city.sodegaura.lg.jp/soshiki/0/20260813.html,open,2026-08-16,,
sodegaura,risai,罹災証明書及び被災届出証明書の発行,https://www.city.sodegaura.lg.jp/soshiki/chiiki/risaisyoumeisyo.html,unknown,2026-08-16,,
tomisato,risai,罹災証明書（罹災届出証明書）の申請方法,https://www.city.tomisato.lg.jp/0000013819.html,unknown,2026-08-16,,
minamiboso,risai,罹災証明書等の交付,https://www.city.minamiboso.chiba.jp/bousai/0000019689.html,unknown,2026-08-16,,
sosa,risai,罹災証明書、被害届出証明の交付,https://www.city.sosa.lg.jp/page/page000398.html,unknown,2026-08-16,,
katori,risai,り災証明書,https://www.city.katori.lg.jp/download/other/somu001.html,unknown,2026-08-16,,
katori,support,災害に見舞われたとき,https://www.city.katori.lg.jp/kenko_fukushi/saigai/index.html,unknown,2026-08-16,,
isumi,support,オンライン手続き（被災証明関係）,https://www.city.isumi.lg.jp/gyosei/kurashi_tetsuzuki/6574.html,unknown,2026-08-16,,
shisui,risai,罹災証明書及び被災証明書,https://www.town.shisui.chiba.jp/docs/2021040900042/,unknown,2026-08-16,,
sakae,risai,り災証明交付申請書（自然災害）,https://www.town.sakae.chiba.jp/kurashi/emergency/disaster-about/page004412.html,unknown,2026-08-16,,
kozaki,risai,オンライン申請（罹災証明書の発行申請）,https://www.town.kozaki.chiba.jp/kurashi/todokede/one-stop-service.html,unknown,2026-08-16,,
kozaki,support,災害情報・被災者支援,https://www.town.kozaki.chiba.jp/kurashi/living_bosai/bosai/saigai.html,unknown,2026-08-16,,
tako,risai,罹災証明書等の申請,https://www.town.tako.chiba.jp/docs/2020081300026/,unknown,2026-08-16,,
tako,support,被災者相談等窓口について,https://www.town.tako.chiba.jp/docs/2026081200038/,open,2026-08-16,,
tonosho,risai,罹災証明書の発行,https://www.town.tohnosho.chiba.jp/soshiki/chominka/koteishisanzei_kakari/shinseisho_shoshikidownlord/20/6730.html,unknown,2026-08-16,,
shibayama,risai,罹災証明書の発行,https://www.town.shibayama.lg.jp/0000001165.html,unknown,2026-08-16,,
yokoshibahikari,risai,り災・被災証明書の発行,https://www.town.yokoshibahikari.chiba.jp/soshiki/6/1038.html,unknown,2026-08-16,,
ichinomiya,risai,罹災証明書・被災証明書の交付申請,https://www.town.ichinomiya.chiba.jp/emergency_info/415.html,unknown,2026-08-16,,
mutsuzawa,risai,罹災証明書・被災証明書の発行,https://www.town.mutsuzawa.chiba.jp/kurashi/osirase/risaihisai.html,unknown,2026-08-16,,
chosei,risai,罹災証明書の発行,https://www.vill.chosei.chiba.jp/0000000513.html,unknown,2026-08-16,,
chonan,risai,罹災証明書・被災証明書の発行,https://www.town.chonan.chiba.jp/osirase/21004/,unknown,2026-08-16,,
otaki,risai,り災証明書等の交付,https://www.town.otaki.chiba.jp/kurashi/todoke/1/1075.html,unknown,2026-08-16,,
onjuku,risai,り災証明書の発行,https://www.town.onjuku.chiba.jp/sub1/1/34.html,unknown,2026-08-16,,
kyonan,risai,罹災証明・被災届出申請書,https://www.town.kyonan.chiba.jp/site/fukkou/list49.html,unknown,2026-08-16,,
pref-chiba,hub,令和8年8月千葉豪雨に対する取組について（県の総合ページ）,https://www.pref.chiba.lg.jp/bousai/saigaifukkyuu/r8chibagouu-torikumi.html,open,2026-08-24,,
pref-chiba,hub,令和8年8月千葉豪雨に伴う対応（本部会議・報道発表）,https://www.pref.chiba.lg.jp/bousai/bousai/r8-0813ooame.html,open,2026-08-24,,
pref-chiba,hub,千葉県防災ポータル,https://www.bousai.pref.chiba.lg.jp/,open,2026-08-24,,
pref-chiba,risai,罹災証明書について（写真の撮り方など）,https://www.pref.chiba.lg.jp/bousaik/jibun/koudou/risaisyomei.html,open,2026-08-24,,
pref-chiba,support,令和8年8月千葉豪雨災害義援金の募集について,https://www.pref.chiba.lg.jp/bousaik/press/2026/r8-chibagouu-gienkin.html,open,2026-08-24,,
pref-chiba,support,災害救助法の適用（第3報）,https://www.pref.chiba.lg.jp/bousaik/press/2026/saigaikyujoho-r813v3.html,open,2026-08-24,,続報が出たら差し替え
pref-chiba,support,千葉県被災者生活再建支援事業,https://www.pref.chiba.lg.jp/bousaik/jibun/koudou/hisaisyashien-chiba.html,open,2026-08-24,,
pref-chiba,business,中小企業者への資金繰り支援について,https://www.pref.chiba.lg.jp/keishi/press/2026/r8chibagouu.html,open,2026-08-27,2027-03-31,県制度融資のセーフティネット資金。取扱期間は令和8年8月19日から令和9年3月31日。被災証明書等が必要
pref-chiba,support,社会福祉施設等の災害復旧費に対する補助,https://www.pref.chiba.lg.jp/koufuku/shisetsumuke/saigaihojyo.html,open,2026-08-24,2026-08-28,応募締切あり
pref-chiba,vc,千葉県 災害ボランティア情報,https://www.pref.chiba.lg.jp/kkbunka/npo/volunteer/index.html,open,2026-08-24,,
pref-chiba,vc,千葉災害ボランティア情報（県社協・特設）,https://saigai-chiba.com/,open,2026-08-24,,
japan,hub,令和8年8月千葉豪雨による被害状況等（国土交通省）,https://www.mlit.go.jp/saigai/saigai_260813.html,open,2026-08-24,,
japan,support,被災者支援に関する各種制度（内閣府）,https://www.bousai.go.jp/taisaku/hisaisyagyousei/,open,2026-08-24,,
japan,support,千葉労働局（雇用保険の特例・労働相談）,https://jsite.mhlw.go.jp/chiba-roudoukyoku/,open,2026-08-24,,
japan,support,大雨に伴う災害等に対する金融上の措置（関東財務局）,https://lfb.mof.go.jp/kantou/kinyuu/pagekthp000260814.html,open,2026-08-24,,
